content,content_clean
"Muat mutar aja terus, aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi",Muat mutar aja terus aplikasi nya setelah di update nge stak di logo edlink nya doang ngak bisa masuk aplikasi
Download nya suka eror,Download nya suka eror
Aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar,Aplikasinya sangat bagus dan sangat membantu untuk menjadi perantara antara mahasiswa dengan pihak universitas dalam belajar
Sangat membantu,Sangat membantu
Apk ini bagus tapi sering terlambat dari semua hal. Notif tugas dll,Apk ini bagus tapi sering terlambat dari semua hal Notif tugas dll
WOI GIMANA KOK GA BISA DI BUKA KENA MAKI DOSEN AKU GA NGUMPUL TUGAS,WOI GIMANA KOK GA BISA DI BUKA KENA MAKI DOSEN AKU GA NGUMPUL TUGAS
Aplikasinya baguss,Aplikasinya baguss
"Saya disuruh untuk mengirimkan kendala ke email edlink,lalu emailnya tidak tertera",Saya disuruh untuk mengirimkan kendala ke email edlinklalu emailnya tidak tertera
"kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul. tolong dibenerin, terimakasih",kenapa rps hanya muncul di beberapa akun saja dan yang lain tidak muncul tolong dibenerin terimakasih
"Tolong di perbaiki lagi,karna setiap ingin masuk pasti lelet terus menerus,apalagi di waktu penting seperti UTS dak UAS",Tolong di perbaiki lagikarna setiap ingin masuk pasti lelet terus menerusapalagi di waktu penting seperti UTS dak UAS
"Segera di atasi, edlink error sekarang. Please ada tugas dari dosen",Segera di atasi edlink error sekarang Please ada tugas dari dosen
Bikin ribet,Bikin ribet
"Aplikasi Bagus, mempermudah untuk melakukan pengiriman penugasan. Tapi... Ada tapinya nih..... Aplikasinya kadang nge bug di notifikasi. Masak dosen udh buat room pengantaran tugas notifikasinya ga muncul. Sampai ga ngantar loh tugas loh aku. Bagaimana ini nilai saya dipertaruhkan!! Mohon ditindak lanjuti donkk",Aplikasi Bagus mempermudah untuk melakukan pengiriman penugasan Tapi Ada tapinya nih Aplikasinya kadang nge bug di notifikasi Masak dosen udh buat room pengantaran tugas notifikasinya ga muncul Sampai ga ngantar loh tugas loh aku Bagaimana ini nilai saya dipertaruhkan Mohon ditindak lanjuti donkk
Sudah bagus tpi terkadang membuka quiz dan disuruh install adlink padahal sudah menginstal,Sudah bagus tpi terkadang membuka quiz dan disuruh install adlink padahal sudah menginstal
Maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda,Maaf mas ada bug nih tiba tiba matkul hilang semua tolong diperbaiki sama bug rps jadi ganda
"Klo kirim pesan obrolan di edlink, emang pesan bisa terlihat oleh seluruh peserta di edlink ya? Terimakasih atas tanggapan pengembang",Klo kirim pesan obrolan di edlink emang pesan bisa terlihat oleh seluruh peserta di edlink ya Terimakasih atas tanggapan pengembang
Kalo pakai WiFi gabisa di buka,Kalo pakai WiFi gabisa di buka
"Gak bisa kirim tugas, gak bisa ngerjain quis, gak berguna, kebanyakan eror, makasih edlink, gak bisa optimal buat semua handphone....",Gak bisa kirim tugas gak bisa ngerjain quis gak berguna kebanyakan eror makasih edlink gak bisa optimal buat semua handphone
Saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya,Saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya
Sangat mempersulit mahasiswa,Sangat mempersulit mahasiswa
"Selamat siang min, aku mau komplain soal siakad edlink sekarang setelah maintenance kok data-dataku di semester sebelumnya hilang seperti nilai mata kuliah semester lalu, grafik nilai IPK, konsultasi, dan masih banyak lagi. Mohon sekiranya dapat dipulihkan 🙏 Terima kasih 🙏",Selamat siang min aku mau komplain soal siakad edlink sekarang setelah maintenance kok datadataku di semester sebelumnya hilang seperti nilai mata kuliah semester lalu grafik nilai IPK konsultasi dan masih banyak lagi Mohon sekiranya dapat dipulihkan  Terima kasih
Lumayan,Lumayan
Tidak ada rincian absensi seperti di siakad. Fitur kurang lengkap,Tidak ada rincian absensi seperti di siakad Fitur kurang lengkap
Ketika mengisi quiz Suka pindah sendiri jawaban nya padahal sudah benar saya mengisi,Ketika mengisi quiz Suka pindah sendiri jawaban nya padahal sudah benar saya mengisi
Tidak bisa masuk dan sangat buruq,Tidak bisa masuk dan sangat buruq
"Udah seminggu aplikasi nya susah di buka, notifikasi lancar masuk, tapi masuknya mau 30 menit an😭😭",Udah seminggu aplikasi nya susah di buka notifikasi lancar masuk tapi masuknya mau  menit an
Masih suka eror pada bagan Nilai. Setiap discrool kebawah keatas pasti nilainya jadi double. Bahkan bisa berulang-ulang Doublenya. Tolong diperbaiki lagi ini sangat mengganggu.,Masih suka eror pada bagan Nilai Setiap discrool kebawah keatas pasti nilainya jadi double Bahkan bisa berulangulang Doublenya Tolong diperbaiki lagi ini sangat mengganggu
"Saran min, pada bagian fitur TUGAS sebaiknya diberi ""opsi batalkan"" agar kami dapat melihat kembali tugas yang sudah terinput dan jika tugasnya ada yang salah maka kami dapat mengoreksi dan mengupload tugas ulang seperti di google classroom. Fitur notifikasi juga sering telat akibatnya kami para mahasiswa sering mepet, telat, atau bahkan sama sekali tidak tau adanya tugas yang diberikan dosen. Tolong segera diperbaiki. Terimakasih🙏",Saran min pada bagian fitur TUGAS sebaiknya diberi opsi batalkan agar kami dapat melihat kembali tugas yang sudah terinput dan jika tugasnya ada yang salah maka kami dapat mengoreksi dan mengupload tugas ulang seperti di google classroom Fitur notifikasi juga sering telat akibatnya kami para mahasiswa sering mepet telat atau bahkan sama sekali tidak tau adanya tugas yang diberikan dosen Tolong segera diperbaiki Terimakasih
Eror saat krs dan absen. Android 10 Qkq1. Absen jd kosong. Krs akhirnya lewat web. So sad masih terkendala redmi 7 tdk bisa pakai,Eror saat krs dan absen Android  Qkq Absen jd kosong Krs akhirnya lewat web So sad masih terkendala redmi  tdk bisa pakai
Kenapa saya setiap login malah disuruh daftar akun email lagi!!,Kenapa saya setiap login malah disuruh daftar akun email lagi
Mksih,Mksih
Good,Good
Ga becus,Ga becus
Update terus,Update terus
Bagus aplikasinya,Bagus aplikasinya
TOP,TOP
Bagus,Bagus
"Tammpilan di krs, khs, dll. Kepotong, gak bisa nengok semuanya",Tammpilan di krs khs dll Kepotong gak bisa nengok semuanya
"drive busuk,download materi ngulang mulu gak jelas nih app",drive busukdownload materi ngulang mulu gak jelas nih app
Tidak bisa scan QR code,Tidak bisa scan QR code
"Fitur dari aplikasi sudah bagus, sangat membantu dalam pembelajaran :) -Universitas Islam Balitar",Fitur dari aplikasi sudah bagus sangat membantu dalam pembelajaran  Universitas Islam Balitar
"Aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet, juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat, sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna. -Universitas Islam Balitar",Aplikasi ini cukup baik dan untuk pemakainnya tidak terlalu ribet juga berandanya cukup menarik untuk dilihat karena memiliki warna yang bervariasi yang membuat tidak bosan untuk dilihat sayangnya aplikasi ini terlalu sering untuk meminta update yang dimana itu cukup mengganggu dan proses update nya cukup merepotkan pengguna Universitas Islam Balitar
"Aplikasi sangat membantu, tetapi ada kekurangan yaitu tidak bisa melihat absen dan notifikasi sering terlambat masuk. Universitas Islam Balitar",Aplikasi sangat membantu tetapi ada kekurangan yaitu tidak bisa melihat absen dan notifikasi sering terlambat masuk Universitas Islam Balitar
"Aplikasi ini sangat membantu mengenai informasi mahasiswa, tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu. ~Universitas Islam Balitar",Aplikasi ini sangat membantu mengenai informasi mahasiswa tetapi notifikasi pemberitahuan tidak otomatis muncul harus masuk aplikasi terlebih dahulu Universitas Islam Balitar
Minus Notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali.. -Universitas Islam Balitar Blitar,Minus Notifikasi telat muncul bahkan kadang tidak ada notifikasi sama sekali Universitas Islam Balitar Blitar
"Aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa, sebagai tempat pengumpulan tugas dan mendapatkan materi , dan juga lebih simpel dan tidak membuang² waktu dalam pengumpulan. - Universitas Islam Blitar",Aplikasi ini sangat berguna dan bermanfaat bagi para pelajar khususnya mahasiswa sebagai tempat pengumpulan tugas dan mendapatkan materi  dan juga lebih simpel dan tidak membuang² waktu dalam pengumpulan  Universitas Islam Blitar
Aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan - Universitas Islam Balitar,Aplikasi edlink ini sangat membantu dan mempermudah dalam proses perkuliahan hanya saja untuk notifikasi sering terjadi keterlambatan  Universitas Islam Balitar
"notifikasi lambat, mohon segera diperbaiki sehingga dapat digunakan lebih maksimal - universitas islam balitar",notifikasi lambat mohon segera diperbaiki sehingga dapat digunakan lebih maksimal  universitas islam balitar
"Cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid, namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya -Universitas Islam Balitar",Cukup membantu saat melakukan perkuliahan online terutama saat pandemi covid namun ada beberapa bug yang atau kekurangan dari aplikasinya contoh notifnya selalu telat dan tugas yang sudah dikerjakan notif diberanda tidak bisa dihilangkan harap diperbaiki sih kekurangan dan bugnya Universitas Islam Balitar
Pembelajaran menjadi lebih mudah dan efisien melalui edlink Universitas Islam Balitar,Pembelajaran menjadi lebih mudah dan efisien melalui edlink Universitas Islam Balitar
"Aplikasi nya sudah bagus, membantu dalam perkuliahan saya. Hanya saja untuk notifikasi sering kali terlambat, tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali. _Universitas Islam Balitar Blitar",Aplikasi nya sudah bagus membantu dalam perkuliahan saya Hanya saja untuk notifikasi sering kali terlambat tampilan di edlink dan untuk absensi kadang tidak terdeteksi hingga perlu mengulangi beberapa kali Universitas Islam Balitar Blitar
"Aplikasi yang sangat membantu dalam proses pembelajaran. Ada beberapa kekurangan, salah satunya yaitu notifikasi sering terlambat muncul -Universitas Islam Balitar",Aplikasi yang sangat membantu dalam proses pembelajaran Ada beberapa kekurangan salah satunya yaitu notifikasi sering terlambat muncul Universitas Islam Balitar
Kenapa di Ed link tidak bisa melihat absensi perkuliahan,Kenapa di Ed link tidak bisa melihat absensi perkuliahan
"bagus, sangat membantu dalam perkuliahan saya.. tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang.. mohon di tingkatkan lagi supaya tidak ada kesalahan lagi",bagus sangat membantu dalam perkuliahan saya tetapi ketika saya mengeluarkan akun daftar nilai saya pada hilang mohon di tingkatkan lagi supaya tidak ada kesalahan lagi
Bagusss,Bagusss
baik,baik
The best♥️,The best♥️
"Tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya... Contohnya di perangkat saya ini, ada beberapa info yang kepotong di bagian bawah seperti pada bagian KHS. Tolong tambahkan margin bawahnya.. Terimakasih.",Tolong perbaiki beberapa ketidaksesuaian margin di beberapa perangkat ya Contohnya di perangkat saya ini ada beberapa info yang kepotong di bagian bawah seperti pada bagian KHS Tolong tambahkan margin bawahnya Terimakasih
"Ampas, dosen buta mahasiswa , melek kalok soal bayar dasar USB USB, FITUR GA ADA GA KEK siakad cloud yg lama...",Ampas dosen buta mahasiswa  melek kalok soal bayar dasar USB USB FITUR GA ADA GA KEK siakad cloud yg lama
Waktu verifikasi cuma 30 detik Luar biasa......... Pengembang kurang berfikir dalam hal ini,Waktu verifikasi cuma  detik Luar biasa Pengembang kurang berfikir dalam hal ini
"Persentasi kehadiran gak ada, materi dari pertemuan sebelumnya gak ada, ada kelasnya tapi sesi tidak di temukan. Ini buat pendidikan tapi kalo gini serasa gak maksimal buat apa, ketauan siakad lama",Persentasi kehadiran gak ada materi dari pertemuan sebelumnya gak ada ada kelasnya tapi sesi tidak di temukan Ini buat pendidikan tapi kalo gini serasa gak maksimal buat apa ketauan siakad lama
apk kntl gua tugas udah masukin bener malah ngirim ke tugas yg lain gajelas ini apk !!!!,apk kntl gua tugas udah masukin bener malah ngirim ke tugas yg lain gajelas ini apk
Nilai mata kuliah jadi double tolong bug nya di benerin kak,Nilai mata kuliah jadi double tolong bug nya di benerin kak
Kenapa IPK sy cuma sampai semester 5 sj padahal udah masuk semester 8,Kenapa IPK sy cuma sampai semester  sj padahal udah masuk semester
"tolong segera perbaiki, kode va tidak muncul saat mau melakukan pembayaran",tolong segera perbaiki kode va tidak muncul saat mau melakukan pembayaran
"Susah amat bayar ukt nya, di siakad gw gada nomor pembayaran ukt jir",Susah amat bayar ukt nya di siakad gw gada nomor pembayaran ukt jir
Aplikasinya sangat membantu sekali Terimakasih Edlink,Aplikasinya sangat membantu sekali Terimakasih Edlink
👍👍👍👍👍👍👍👍,
Loading aja terus ngehambat perkuliahan,Loading aja terus ngehambat perkuliahan
Tidak bisa download khs. Kembalikan aplikasi siakad cload,Tidak bisa download khs Kembalikan aplikasi siakad cload
Belum bisa sempurna tapi mepesona,Belum bisa sempurna tapi mepesona
"Absensi ga bisa di lihat, tolong di perbaiki agar kami tau absensi hadir kami supaya mempermudah pelajaran",Absensi ga bisa di lihat tolong di perbaiki agar kami tau absensi hadir kami supaya mempermudah pelajaran
"Notif telat muncul, dan jadwal suka tiba tiba gak ada, kedepannya mohon di perbaiki lagi.",Notif telat muncul dan jadwal suka tiba tiba gak ada kedepannya mohon di perbaiki lagi
"Bagus, namun ada bug di Nilai saat scroll kebawah dan kembali keatas semua nilai Mata Kuliah menjadi double, dan di akun perguruan tinggi tidak ada space antara content dan headernya sehingga tidak nyaman dilihat.",Bagus namun ada bug di Nilai saat scroll kebawah dan kembali keatas semua nilai Mata Kuliah menjadi double dan di akun perguruan tinggi tidak ada space antara content dan headernya sehingga tidak nyaman dilihat
Tidak bisa di download di HP Redmi Note 8. Berulang kali pun dicoba tetap ga bisa,Tidak bisa di download di HP Redmi Note  Berulang kali pun dicoba tetap ga bisa
"Apk Apaan ,minta di update ,giliran minta kode verifikasi ga kekirim kirim,memang apk rusak ,udh nyoba brapa kali pake no dan udh ganti ganti juga,gaush ada update ,updatean ny jlek ,mana lagi ada tugas ,auto kena deadline gegara apk kek tytyd ini ,minta kode verifikasi lah kntd ,muak gw",Apk Apaan minta di update giliran minta kode verifikasi ga kekirim kirimmemang apk rusak udh nyoba brapa kali pake no dan udh ganti ganti jugagaush ada update updatean ny jlek mana lagi ada tugas auto kena deadline gegara apk kek tytyd ini minta kode verifikasi lah kntd muak gw
Kenapa baru update ini tidak bisa verifikasi lama sekali menunggu kode verifikasi nya udh Berjam jam gak ada kode nya di kirim tolong perbaiki segera,Kenapa baru update ini tidak bisa verifikasi lama sekali menunggu kode verifikasi nya udh Berjam jam gak ada kode nya di kirim tolong perbaiki segera
Cacat,Cacat
sangat bagus,sangat bagus
"Notifikasinya sering terlambat muncul, mohon untuk diperbaiki karena sangat menghambat kami. Paling parah kejadian tugas di up Dosen 2 hari lalu, tapi baru muncul notifikasi di 2 hari berikutnya, alhasil tenggatnya sudah lewat 🥲",Notifikasinya sering terlambat muncul mohon untuk diperbaiki karena sangat menghambat kami Paling parah kejadian tugas di up Dosen  hari lalu tapi baru muncul notifikasi di  hari berikutnya alhasil tenggatnya sudah lewat 🥲
Tak jelas anj,Tak jelas anj
"Huuuuuu Scam, dak ado ahlak nian",Huuuuuu Scam dak ado ahlak nian
Lemot banget. Bahkan nggak keluar apa yang kita mau lihat..,Lemot banget Bahkan nggak keluar apa yang kita mau lihat
"knpa ya nilai yg diberikan ketika di scroll suka double dan eror jdi gk bsa liat mana nilai yg bnr, mohon diperbaiki🙏",knpa ya nilai yg diberikan ketika di scroll suka double dan eror jdi gk bsa liat mana nilai yg bnr mohon diperbaiki
