content,content_clean,content_preprocessing
Masa aku udah bayar ukt tpi statusnya belum bayar. Kan jadi ga bisa ngisi KRS,masa aku udah bayar ukt tpi statusnya belum bayar kan jadi ga bisa ngisi krs,"['masa', 'aku', 'udah', 'bayar', 'ukt', 'tpi', 'statusnya', 'belum', 'bayar', 'kan', 'jadi', 'ga', 'bisa', 'ngisi', 'krs']"
Ini kenapa yah setiap saya mau login koneksi server bermasalah terus?,ini kenapa yah setiap saya mau login koneksi server bermasalah terus,"['ini', 'kenapa', 'yah', 'setiap', 'saya', 'mau', 'login', 'koneksi', 'server', 'bermasalah', 'terus']"
Belom bisa pake paylater,belom bisa pake paylater,"['belom', 'bisa', 'pake', 'paylater']"
"Saya kasih bintang 1 apa"" an kaya gini saya yg tidak bisa ngerjain tugas karena edlink saya engga mau ke buka Nim saya pasword saya udh betul ko keterangan nya malah di suruh cek ulang sudah saya coba masuk lagi hasilnya tetap sama tolong diperbaiki lagi dong kalo begini terganggu tugas kuliah yang mau saya kerjakan",saya kasih bintang  apa an kaya gini saya yg tidak bisa ngerjain tugas karena edlink saya engga mau ke buka nim saya pasword saya udh betul ko keterangan nya malah di suruh cek ulang sudah saya coba masuk lagi hasilnya tetap sama tolong diperbaiki lagi dong kalo begini terganggu tugas kuliah yang mau saya kerjakan,"['saya', 'kasih', 'bintang', 'apa', 'an', 'kaya', 'gini', 'saya', 'yg', 'tidak', 'bisa', 'ngerjain', 'tugas', 'karena', 'edlink', 'saya', 'engga', 'mau', 'ke', 'buka', 'nim', 'saya', 'pasword', 'saya', 'udh', 'betul', 'ko', 'keterangan', 'nya', 'malah', 'di', 'suruh', 'cek', 'ulang', 'sudah', 'saya', 'coba', 'masuk', 'lagi', 'hasilnya', 'tetap', 'sama', 'tolong', 'diperbaiki', 'lagi', 'dong', 'kalo', 'begini', 'terganggu', 'tugas', 'kuliah', 'yang', 'mau', 'saya', 'kerjakan']"
"Ngapa dah kampus gue kerjasama sama ini aplikasi nyusahin doang sistemnya belum siap datanya gak cocok mau bayar ukt ribet banget, aplikasi nyusahin",ngapa dah kampus gue kerjasama sama ini aplikasi nyusahin doang sistemnya belum siap datanya gak cocok mau bayar ukt ribet banget aplikasi nyusahin,"['ngapa', 'dah', 'kampus', 'gue', 'kerjasama', 'sama', 'ini', 'aplikasi', 'nyusahin', 'doang', 'sistemnya', 'belum', 'siap', 'datanya', 'gak', 'cocok', 'mau', 'bayar', 'ukt', 'ribet', 'banget', 'aplikasi', 'nyusahin']"
"Semenjak di Update beberapa Minggu lalu, kok Pas buka edlink yg muncul bukan Nilai D4 saat ini, tp yg muncul Nilai D3 beberpa tahun lalu, itupun hnya sebagian yg muncul",semenjak di update beberapa minggu lalu kok pas buka edlink yg muncul bukan nilai d saat ini tp yg muncul nilai d beberpa tahun lalu itupun hnya sebagian yg muncul,"['semenjak', 'di', 'update', 'beberapa', 'minggu', 'lalu', 'kok', 'pas', 'buka', 'edlink', 'yg', 'muncul', 'bukan', 'nilai', 'd', 'saat', 'ini', 'tp', 'yg', 'muncul', 'nilai', 'd', 'beberpa', 'tahun', 'lalu', 'itupun', 'hnya', 'sebagian', 'yg', 'muncul']"
"Makin kesini makin gjls,mending download epep",makin kesini makin gjlsmending download epep,"['makin', 'kesini', 'makin', 'gjlsmending', 'download', 'epep']"
Sangat bagus sekali 🥰👌,sangat bagus sekali 🥰,"['sangat', 'bagus', 'sekali', '🥰']"
"Mau Bayar ukt tapi harus ngisi email/no.handphone padahal udah keisi semua, gimana ya min? Mohon dibalas secepatnya 😭🙏",mau bayar ukt tapi harus ngisi emailnohandphone padahal udah keisi semua gimana ya min mohon dibalas secepatnya,"['mau', 'bayar', 'ukt', 'tapi', 'harus', 'ngisi', 'emailnohandphone', 'padahal', 'udah', 'keisi', 'semua', 'gimana', 'ya', 'min', 'mohon', 'dibalas', 'secepatnya']"
"Kenapasi hrus ada update² segala enakan kaya kemaren ngaksesnya ga repot, skrg masa harus masukan ini dulu ini dulu ribet, orang pengen liat nilai aja susah, tolong deh gausah di update² sesuatu yang udah memudahkan, hal² yg di cari skrg tuh yang ga ngeribetin, ini malah di upgrade ke hal² ga jelas, udah enak enak dulu login cuma masukin nim sama kata sandi malah diubah",kenapasi hrus ada update² segala enakan kaya kemaren ngaksesnya ga repot skrg masa harus masukan ini dulu ini dulu ribet orang pengen liat nilai aja susah tolong deh gausah di update² sesuatu yang udah memudahkan hal² yg di cari skrg tuh yang ga ngeribetin ini malah di upgrade ke hal² ga jelas udah enak enak dulu login cuma masukin nim sama kata sandi malah diubah,"['kenapasi', 'hrus', 'ada', 'update²', 'segala', 'enakan', 'kaya', 'kemaren', 'ngaksesnya', 'ga', 'repot', 'skrg', 'masa', 'harus', 'masukan', 'ini', 'dulu', 'ini', 'dulu', 'ribet', 'orang', 'pengen', 'liat', 'nilai', 'aja', 'susah', 'tolong', 'deh', 'gausah', 'di', 'update²', 'sesuatu', 'yang', 'udah', 'memudahkan', 'hal²', 'yg', 'di', 'cari', 'skrg', 'tuh', 'yang', 'ga', 'ngeribetin', 'ini', 'malah', 'di', 'upgrade', 'ke', 'hal²', 'ga', 'jelas', 'udah', 'enak', 'enak', 'dulu', 'login', 'cuma', 'masukin', 'nim', 'sama', 'kata', 'sandi', 'malah', 'diubah']"
Terima kasih atas fasilitas ini,terima kasih atas fasilitas ini,"['terima', 'kasih', 'atas', 'fasilitas', 'ini']"
Kenapa dowload di iphone ngga bisa sihhh,kenapa dowload di iphone ngga bisa sihhh,"['kenapa', 'dowload', 'di', 'iphone', 'ngga', 'bisa', 'sihhh']"
Masalah kelas hilang sudah terselaikan berkat bantuan admin. Terima Kasih,masalah kelas hilang sudah terselaikan berkat bantuan admin terima kasih,"['masalah', 'kelas', 'hilang', 'sudah', 'terselaikan', 'berkat', 'bantuan', 'admin', 'terima', 'kasih']"
"Apaan nilai di web kampus sama edlink beda jauh, gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok, data nya yang bener dong. Mendingan gak usah pake aplikasi ini gak bener datanya, bikin emosi aja liatnya",apaan nilai di web kampus sama edlink beda jauh gak ada ya di web kampus mengulang matkul eh ini nilainya malah anjlok data nya yang bener dong mendingan gak usah pake aplikasi ini gak bener datanya bikin emosi aja liatnya,"['apaan', 'nilai', 'di', 'web', 'kampus', 'sama', 'edlink', 'beda', 'jauh', 'gak', 'ada', 'ya', 'di', 'web', 'kampus', 'mengulang', 'matkul', 'eh', 'ini', 'nilainya', 'malah', 'anjlok', 'data', 'nya', 'yang', 'bener', 'dong', 'mendingan', 'gak', 'usah', 'pake', 'aplikasi', 'ini', 'gak', 'bener', 'datanya', 'bikin', 'emosi', 'aja', 'liatnya']"
Halo kak tolong untuk developer nya agar memudah download file materi dan tugas yg di bagikan oleh dosen dengan menaruh tombol unduh dan langsung mengunduh di aplikasi tanpa menggunakan pihak ketiga🙏,halo kak tolong untuk developer nya agar memudah download file materi dan tugas yg di bagikan oleh dosen dengan menaruh tombol unduh dan langsung mengunduh di aplikasi tanpa menggunakan pihak ketiga,"['halo', 'kak', 'tolong', 'untuk', 'developer', 'nya', 'agar', 'memudah', 'download', 'file', 'materi', 'dan', 'tugas', 'yg', 'di', 'bagikan', 'oleh', 'dosen', 'dengan', 'menaruh', 'tombol', 'unduh', 'dan', 'langsung', 'mengunduh', 'di', 'aplikasi', 'tanpa', 'menggunakan', 'pihak', 'ketiga']"
"Edlink taekkkk, gabisa d akses d web",edlink taekkkk gabisa d akses d web,"['edlink', 'taekkkk', 'gabisa', 'd', 'akses', 'd', 'web']"
login ajjj susah,login ajjj susah,"['login', 'ajjj', 'susah']"
"Ini matakuliah saya hilang hilang tak betul lah, kalo di lulusin nggak apa juga ni tugas saya numpuk nggak bisa ngirim tugas, kacau lah",ini matakuliah saya hilang hilang tak betul lah kalo di lulusin nggak apa juga ni tugas saya numpuk nggak bisa ngirim tugas kacau lah,"['ini', 'matakuliah', 'saya', 'hilang', 'hilang', 'tak', 'betul', 'lah', 'kalo', 'di', 'lulusin', 'nggak', 'apa', 'juga', 'ni', 'tugas', 'saya', 'numpuk', 'nggak', 'bisa', 'ngirim', 'tugas', 'kacau', 'lah']"
tidak ada kejelasan untuk pembayaran dengan sevima pay,tidak ada kejelasan untuk pembayaran dengan sevima pay,"['tidak', 'ada', 'kejelasan', 'untuk', 'pembayaran', 'dengan', 'sevima', 'pay']"
Mantap,mantap,['mantap']
"Apk Gk bisa dibuka padahal buka youtube,ig dll bisa, saya jadi sering telat kirim tugas dan masuk kuliah online",apk gk bisa dibuka padahal buka youtubeig dll bisa saya jadi sering telat kirim tugas dan masuk kuliah online,"['apk', 'gk', 'bisa', 'dibuka', 'padahal', 'buka', 'youtubeig', 'dll', 'bisa', 'saya', 'jadi', 'sering', 'telat', 'kirim', 'tugas', 'dan', 'masuk', 'kuliah', 'online']"
"Udah ga bisa scan, sekarang malah error lagi. Woi kenapa malah jadwal kuliah saya ke apus dari kalender",udah ga bisa scan sekarang malah error lagi woi kenapa malah jadwal kuliah saya ke apus dari kalender,"['udah', 'ga', 'bisa', 'scan', 'sekarang', 'malah', 'error', 'lagi', 'woi', 'kenapa', 'malah', 'jadwal', 'kuliah', 'saya', 'ke', 'apus', 'dari', 'kalender']"
Disuruh buka di aplikasi padahal udah di aplikasi 😭😭 lihat jawaban quiz,disuruh buka di aplikasi padahal udah di aplikasi  lihat jawaban quiz,"['disuruh', 'buka', 'di', 'aplikasi', 'padahal', 'udah', 'di', 'aplikasi', 'lihat', 'jawaban', 'quiz']"
Ini kuis gabisa di klik gimana malah diarahkan ke aplikasi kan udah download aplikasi nya udah update juga ngapa malah diarahin keaplikasi lagi ujung ujungnya gabisa,ini kuis gabisa di klik gimana malah diarahkan ke aplikasi kan udah download aplikasi nya udah update juga ngapa malah diarahin keaplikasi lagi ujung ujungnya gabisa,"['ini', 'kuis', 'gabisa', 'di', 'klik', 'gimana', 'malah', 'diarahkan', 'ke', 'aplikasi', 'kan', 'udah', 'download', 'aplikasi', 'nya', 'udah', 'update', 'juga', 'ngapa', 'malah', 'diarahin', 'keaplikasi', 'lagi', 'ujung', 'ujungnya', 'gabisa']"
plis dong lagian quiz ini gw gabisa akses quiz nya,plis dong lagian quiz ini gw gabisa akses quiz nya,"['plis', 'dong', 'lagian', 'quiz', 'ini', 'gw', 'gabisa', 'akses', 'quiz', 'nya']"
Tiba-tiba ga ada angin ga ada ujan akun anda terblokir padahal kemaren² baik² aja kok skrg pas gue mau buka kkaga bisa,tibatiba ga ada angin ga ada ujan akun anda terblokir padahal kemaren² baik² aja kok skrg pas gue mau buka kkaga bisa,"['tibatiba', 'ga', 'ada', 'angin', 'ga', 'ada', 'ujan', 'akun', 'anda', 'terblokir', 'padahal', 'kemaren²', 'baik²', 'aja', 'kok', 'skrg', 'pas', 'gue', 'mau', 'buka', 'kkaga', 'bisa']"
"Kenapa ada update di hari Minggu? Saya jadi tidak bisa login karena ada tulisan silakan login melalui SSO, tapi diklik tidak ada respons. Sudah dicoba melalui laptop, handphone, komputer sama saja. Sekarang bagaimana ini saya mau mengumpulkan tugas, hari ini deadline. Tahu tidak hal mendasar dari update, jika tidak ada yang rusak mengapa diperbarui? Tim Sevima, ayolah jika ada update dicek dahulu dengan benar baru diterapkan, buat aplikasi kok banyak error begini.",kenapa ada update di hari minggu saya jadi tidak bisa login karena ada tulisan silakan login melalui sso tapi diklik tidak ada respons sudah dicoba melalui laptop handphone komputer sama saja sekarang bagaimana ini saya mau mengumpulkan tugas hari ini deadline tahu tidak hal mendasar dari update jika tidak ada yang rusak mengapa diperbarui tim sevima ayolah jika ada update dicek dahulu dengan benar baru diterapkan buat aplikasi kok banyak error begini,"['kenapa', 'ada', 'update', 'di', 'hari', 'minggu', 'saya', 'jadi', 'tidak', 'bisa', 'login', 'karena', 'ada', 'tulisan', 'silakan', 'login', 'melalui', 'sso', 'tapi', 'diklik', 'tidak', 'ada', 'respons', 'sudah', 'dicoba', 'melalui', 'laptop', 'handphone', 'komputer', 'sama', 'saja', 'sekarang', 'bagaimana', 'ini', 'saya', 'mau', 'mengumpulkan', 'tugas', 'hari', 'ini', 'deadline', 'tahu', 'tidak', 'hal', 'mendasar', 'dari', 'update', 'jika', 'tidak', 'ada', 'yang', 'rusak', 'mengapa', 'diperbarui', 'tim', 'sevima', 'ayolah', 'jika', 'ada', 'update', 'dicek', 'dahulu', 'dengan', 'benar', 'baru', 'diterapkan', 'buat', 'aplikasi', 'kok', 'banyak', 'error', 'begini']"
"Lumayan membantu, hanya saja setelah tugas diserahkan tidak ada arsipnya",lumayan membantu hanya saja setelah tugas diserahkan tidak ada arsipnya,"['lumayan', 'membantu', 'hanya', 'saja', 'setelah', 'tugas', 'diserahkan', 'tidak', 'ada', 'arsipnya']"
Dl bagus..tp skrng sudah gsering bermasalah...yg loading nya lama banget,dl bagustp skrng sudah gsering bermasalahyg loading nya lama banget,"['dl', 'bagustp', 'skrng', 'sudah', 'gsering', 'bermasalahyg', 'loading', 'nya', 'lama', 'banget']"
GOOD APP... TX...,good app tx,"['good', 'app', 'tx']"
"tambahkan fitur scan barcode dari galeri, jangan menyusahkan user",tambahkan fitur scan barcode dari galeri jangan menyusahkan user,"['tambahkan', 'fitur', 'scan', 'barcode', 'dari', 'galeri', 'jangan', 'menyusahkan', 'user']"
"Yeee scan barcode nya udah bisa dong. Buat yang lain kalo scan barcode nya blur, coba ubah ukuran font nya jadi paling kecil, nanti scan barcode nya pasti jernih lagi. Sukses selaluu, ini aplikasi membantu bgt buat perkuliahan🤍",yeee scan barcode nya udah bisa dong buat yang lain kalo scan barcode nya blur coba ubah ukuran font nya jadi paling kecil nanti scan barcode nya pasti jernih lagi sukses selaluu ini aplikasi membantu bgt buat perkuliahan🤍,"['yeee', 'scan', 'barcode', 'nya', 'udah', 'bisa', 'dong', 'buat', 'yang', 'lain', 'kalo', 'scan', 'barcode', 'nya', 'blur', 'coba', 'ubah', 'ukuran', 'font', 'nya', 'jadi', 'paling', 'kecil', 'nanti', 'scan', 'barcode', 'nya', 'pasti', 'jernih', 'lagi', 'sukses', 'selaluu', 'ini', 'aplikasi', 'membantu', 'bgt', 'buat', 'perkuliahan🤍']"
sangat baik,sangat baik,"['sangat', 'baik']"
"LEMOT ASW NGESTALK DI LOGO TERUS LOADING LAMA WIFI KENCENG TETEO GA NGARUH , NGIRIM FILE LAMA BANGET, LOADINGNYA LAMA ANJG NI APK TEKAT NGUMPULIN TUGAS",lemot asw ngestalk di logo terus loading lama wifi kenceng teteo ga ngaruh  ngirim file lama banget loadingnya lama anjg ni apk tekat ngumpulin tugas,"['lemot', 'asw', 'ngestalk', 'di', 'logo', 'terus', 'loading', 'lama', 'wifi', 'kenceng', 'teteo', 'ga', 'ngaruh', 'ngirim', 'file', 'lama', 'banget', 'loadingnya', 'lama', 'anjg', 'ni', 'apk', 'tekat', 'ngumpulin', 'tugas']"
Ok,ok,['ok']
Ngebug parah baru Download. Loading lama pencarian universitas,ngebug parah baru download loading lama pencarian universitas,"['ngebug', 'parah', 'baru', 'download', 'loading', 'lama', 'pencarian', 'universitas']"
Parah edlink sekarang scan absen nge-blur tolong cepat diperbaiki🙏,parah edlink sekarang scan absen ngeblur tolong cepat diperbaiki,"['parah', 'edlink', 'sekarang', 'scan', 'absen', 'ngeblur', 'tolong', 'cepat', 'diperbaiki']"
ok,ok,['ok']
Good,good,['good']
Lemot,lemot,['lemot']
"teruntuk developer edlink saya tidak bisa presensi barcode di karenakan kamera dari edlink buram dan tidak bisa nge scan barcode, padahal saya coba di kamera hp bawaan jernih. mungkin ada bug di aplikasi edlink, hp saya oppo a54 mohon perbaiki secepatnya karena sangat mengganggu aktivitas perkuliahan saya. mohon segera di perbaiki secepatnya, terimakasih.",teruntuk developer edlink saya tidak bisa presensi barcode di karenakan kamera dari edlink buram dan tidak bisa nge scan barcode padahal saya coba di kamera hp bawaan jernih mungkin ada bug di aplikasi edlink hp saya oppo a mohon perbaiki secepatnya karena sangat mengganggu aktivitas perkuliahan saya mohon segera di perbaiki secepatnya terimakasih,"['teruntuk', 'developer', 'edlink', 'saya', 'tidak', 'bisa', 'presensi', 'barcode', 'di', 'karenakan', 'kamera', 'dari', 'edlink', 'buram', 'dan', 'tidak', 'bisa', 'nge', 'scan', 'barcode', 'padahal', 'saya', 'coba', 'di', 'kamera', 'hp', 'bawaan', 'jernih', 'mungkin', 'ada', 'bug', 'di', 'aplikasi', 'edlink', 'hp', 'saya', 'oppo', 'a', 'mohon', 'perbaiki', 'secepatnya', 'karena', 'sangat', 'mengganggu', 'aktivitas', 'perkuliahan', 'saya', 'mohon', 'segera', 'di', 'perbaiki', 'secepatnya', 'terimakasih']"
Edlink eror loading terus kek mana buat tugas,edlink eror loading terus kek mana buat tugas,"['edlink', 'eror', 'loading', 'terus', 'kek', 'mana', 'buat', 'tugas']"
Ini mau update apa gimna? Lemot bngt! Tugas numpuk woyyyy tolong laah,ini mau update apa gimna lemot bngt tugas numpuk woyyyy tolong laah,"['ini', 'mau', 'update', 'apa', 'gimna', 'lemot', 'bngt', 'tugas', 'numpuk', 'woyyyy', 'tolong', 'laah']"
"banyak banget bug, ni aplikasi padahal dipake sm buanyak banget universitas loh, secepatnya lah di perbaiki bug itu",banyak banget bug ni aplikasi padahal dipake sm buanyak banget universitas loh secepatnya lah di perbaiki bug itu,"['banyak', 'banget', 'bug', 'ni', 'aplikasi', 'padahal', 'dipake', 'sm', 'buanyak', 'banget', 'universitas', 'loh', 'secepatnya', 'lah', 'di', 'perbaiki', 'bug', 'itu']"
"Gara"" muser mulu 15 soal baruku kerjakan 2 soal kalo gini gmana bro?",gara muser mulu  soal baruku kerjakan  soal kalo gini gmana bro,"['gara', 'muser', 'mulu', 'soal', 'baruku', 'kerjakan', 'soal', 'kalo', 'gini', 'gmana', 'bro']"
"Di perbaikilah dikit² server eror kocak amat, orang mau ngumpul tugas juga ribet",di perbaikilah dikit² server eror kocak amat orang mau ngumpul tugas juga ribet,"['di', 'perbaikilah', 'dikit²', 'server', 'eror', 'kocak', 'amat', 'orang', 'mau', 'ngumpul', 'tugas', 'juga', 'ribet']"
Perbaiki masalah sinyal lah. Mau ngumpul tugas susah amat,perbaiki masalah sinyal lah mau ngumpul tugas susah amat,"['perbaiki', 'masalah', 'sinyal', 'lah', 'mau', 'ngumpul', 'tugas', 'susah', 'amat']"
Ngelag trus aneh,ngelag trus aneh,"['ngelag', 'trus', 'aneh']"
Good,good,['good']
"Semakin di update, scan kamera jadi kabus, jadi nggak guna ni aplikasi",semakin di update scan kamera jadi kabus jadi nggak guna ni aplikasi,"['semakin', 'di', 'update', 'scan', 'kamera', 'jadi', 'kabus', 'jadi', 'nggak', 'guna', 'ni', 'aplikasi']"
"kalau sy kamera kode QR sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus, nah pas mau absen lewat kode QR malah kameranya buram, gimana nih solusinya",kalau sy kamera kode qr sy yang buram padahal sy cek kamera pake fhoto hasilnya bagus nah pas mau absen lewat kode qr malah kameranya buram gimana nih solusinya,"['kalau', 'sy', 'kamera', 'kode', 'qr', 'sy', 'yang', 'buram', 'padahal', 'sy', 'cek', 'kamera', 'pake', 'fhoto', 'hasilnya', 'bagus', 'nah', 'pas', 'mau', 'absen', 'lewat', 'kode', 'qr', 'malah', 'kameranya', 'buram', 'gimana', 'nih', 'solusinya']"
Cukup membantu dalam sistem perkuliahan online,cukup membantu dalam sistem perkuliahan online,"['cukup', 'membantu', 'dalam', 'sistem', 'perkuliahan', 'online']"
"Kenapa di saya aplikasi ini keseringan nge bug? Dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas, tolong segera di perbaiki kak Terimakasih",kenapa di saya aplikasi ini keseringan nge bug dang nge bug nya selalu di saat saya ada kelas ataupun mau menyetor kan tugas tolong segera di perbaiki kak terimakasih,"['kenapa', 'di', 'saya', 'aplikasi', 'ini', 'keseringan', 'nge', 'bug', 'dang', 'nge', 'bug', 'nya', 'selalu', 'di', 'saat', 'saya', 'ada', 'kelas', 'ataupun', 'mau', 'menyetor', 'kan', 'tugas', 'tolong', 'segera', 'di', 'perbaiki', 'kak', 'terimakasih']"
"Kenapa ketika presensi QR kamera nya buram ya min? sehingga saya nggak bisa isi absen, padahal kamera asli saya jernih lohh😢",kenapa ketika presensi qr kamera nya buram ya min sehingga saya nggak bisa isi absen padahal kamera asli saya jernih lohh,"['kenapa', 'ketika', 'presensi', 'qr', 'kamera', 'nya', 'buram', 'ya', 'min', 'sehingga', 'saya', 'nggak', 'bisa', 'isi', 'absen', 'padahal', 'kamera', 'asli', 'saya', 'jernih', 'lohh']"
"Kadang membantu kadang bikin jengkel. Tapi lebih banyak bikin jengkelnya. Ambil contoh aja pas ada tugas, yang di tambah dateline mepet dan harus kirim lewat edlink, masak pas mau masuk malah terjadi kesalah pada server. Udah aku lakuin segala cara masih aja kayak gitu. Alhasil bukanya membantu malah datelin terlewat dan gakbisa di kumpulin. Di mohon untuk di perbaiki lagi. Jangan cuman update terus, tapi gak ada perkembangan yang signifikan",kadang membantu kadang bikin jengkel tapi lebih banyak bikin jengkelnya ambil contoh aja pas ada tugas yang di tambah dateline mepet dan harus kirim lewat edlink masak pas mau masuk malah terjadi kesalah pada server udah aku lakuin segala cara masih aja kayak gitu alhasil bukanya membantu malah datelin terlewat dan gakbisa di kumpulin di mohon untuk di perbaiki lagi jangan cuman update terus tapi gak ada perkembangan yang signifikan,"['kadang', 'membantu', 'kadang', 'bikin', 'jengkel', 'tapi', 'lebih', 'banyak', 'bikin', 'jengkelnya', 'ambil', 'contoh', 'aja', 'pas', 'ada', 'tugas', 'yang', 'di', 'tambah', 'dateline', 'mepet', 'dan', 'harus', 'kirim', 'lewat', 'edlink', 'masak', 'pas', 'mau', 'masuk', 'malah', 'terjadi', 'kesalah', 'pada', 'server', 'udah', 'aku', 'lakuin', 'segala', 'cara', 'masih', 'aja', 'kayak', 'gitu', 'alhasil', 'bukanya', 'membantu', 'malah', 'datelin', 'terlewat', 'dan', 'gakbisa', 'di', 'kumpulin', 'di', 'mohon', 'untuk', 'di', 'perbaiki', 'lagi', 'jangan', 'cuman', 'update', 'terus', 'tapi', 'gak', 'ada', 'perkembangan', 'yang', 'signifikan']"
